0	1,246	-0,03	-0,03		0,696
0,2	1,246	-0,03	-0,03		0,696
0,4	1,246	-0,03	-0,03		0,696
0,6	1,246	-0,03	-0,03		0,696
0,8	1,246	-0,03	-0,03		0,696
1	1,246	-0,03	-0,03		0,696
1,2	1,246	-0,03	-0,03		0,696
1,4	1,246	-0,03	-0,03		0,696
1,6	1,246	-0,03	-0,03		0,696
1,8	1,246	-0,03	-0,03		0,696
2	1,246	-0,03	-0,03		0,696
2,2	1,246	-0,03	-0,03		0,696
2,4	1,246	-0,03	-0,03		0,696
2,6	1,246	-0,03	-0,03		0,696
2,8	1,246	-0,03	-0,03		0,696
3	1,246	-0,03	-0,03		0,696
3,2	1,246	-0,03	-0,03		0,696
3,4	1,246	-0,03	-0,03		0,696
3,6	1,246	-0,03	-0,03		0,696
3,8	1,246	-0,03	-0,03		0,696
4	1,246	-0,03	-0,03		0,696
4,2	1,246	-0,03	-0,03		0,696
4,4	1,246	-0,03	-0,03		0,696
4,6	1,246	-0,03	-0,03		0,696
4,8	1,246	-0,03	-0,03		0,696
5	1,246	-0,03	-0,03		0,696
5,2	1,246	-0,03	-0,03		0,696
5,4	1,246	-0,03	-0,03		0,696
5,6	1,246	-0,03	-0,03		0,696
5,8	1,246	-0,03	-0,03		0,696
6	0,492729	0,344981	0,0663024		-0,057271
6,2	0,492729	0,344981	0,0663024		-0,057271
6,4	0,492729	0,344981	0,0663024		-0,057271
6,6	0,492729	0,344981	0,0663024		-0,057271
6,8	0,492729	0,344981	0,0663024		-0,057271
7	0,492729	0,344981	0,0663024		-0,057271
7,2	0,492729	0,344981	0,0663024		-0,057271
7,4	0,492729	0,344981	0,0663024		-0,057271
7,6	0,492729	0,344981	0,0663024		-0,057271
7,8	0,492729	0,344981	0,0663024		-0,057271
8	0,492729	0,344981	0,0663024		-0,057271
8,2	0,492729	0,344981	0,0663024		-0,057271
8,4	0,492729	0,344981	0,0663024		-0,057271
8,6	0,492729	0,344981	0,0663024		-0,057271
8,8	0,492729	0,344981	0,0663024		-0,057271
9	0,492729	0,344981	0,0663024		-0,057271
9,2	0,492729	0,344981	0,0663024		-0,057271
9,4	0,492729	0,344981	0,0663024		-0,057271
9,6	0,492729	0,344981	0,0663024		-0,057271
9,8	0,492729	0,344981	0,0663024		-0,057271
10	0,492729	0,344981	0,0663024		-0,057271
10,2	0,492729	0,344981	0,0663024		-0,057271
10,4	0,492729	0,344981	0,0663024		-0,057271
10,6	0,492729	0,344981	0,0663024		-0,057271
10,8	0,492729	0,344981	0,0663024		-0,057271
11	0,492729	0,344981	0,0663024		-0,057271
11,2	0,492729	0,344981	0,0663024		-0,057271
11,4	0,492729	0,344981	0,0663024		-0,057271
11,6	0,492729	0,344981	0,0663024		-0,057271
11,8	0,492729	0,344981	0,0663024		-0,057271
12	0,492729	0,344981	0,0663024		-0,057271
12,2	0,492729	0,344981	0,0663024		-0,057271
12,4	0,492729	0,344981	0,0663024		-0,057271
12,6	0,492729	0,344981	0,0663024		-0,057271
12,8	0,492729	0,344981	0,0663024		-0,057271
13	0,492729	0,344981	0,0663024		-0,057271
13,2	0,492729	0,344981	0,0663024		-0,057271
13,4	0,492729	0,344981	0,0663024		-0,057271
13,6	0,492729	0,344981	0,0663024		-0,057271
13,8	0,492729	0,344981	0,0663024		-0,057271
14	0,492729	0,344981	0,0663024		-0,057271
14,2	1,246	-0,03	-0,03		0,696
14,4	1,246	-0,03	-0,03		0,696
14,6	1,246	-0,03	-0,03		0,696
14,8	1,246	-0,03	-0,03		0,696
15	1,246	-0,03	-0,03		0,696
15,2	1,246	-0,03	-0,03		0,696
15,4	1,246	-0,03	-0,03		0,696
15,6	1,246	-0,03	-0,03		0,696
15,8	1,246	-0,03	-0,03		0,696
16	1,246	-0,03	-0,03		0,696
16,2	1,246	-0,03	-0,03		0,696
16,4	1,246	-0,03	-0,03		0,696
16,6	1,246	-0,03	-0,03		0,696
16,8	1,246	-0,03	-0,03		0,696
17	1,246	-0,03	-0,03		0,696
17,2	1,246	-0,03	-0,03		0,696
17,4	1,246	-0,03	-0,03		0,696
17,6	1,246	-0,03	-0,03		0,696
17,8	1,246	-0,03	-0,03		0,696
18	1,246	-0,03	-0,03		0,696
18,2	1,246	-0,03	-0,03		0,696
18,4	1,246	-0,03	-0,03		0,696
18,6	1,246	-0,03	-0,03		0,696
18,8	1,246	-0,03	-0,03		0,696
19	1,246	-0,03	-0,03		0,696
19,2	1,246	-0,03	-0,03		0,696
19,4	1,246	-0,03	-0,03		0,696
19,6	1,246	-0,03	-0,03		0,696
19,8	1,246	-0,03	-0,03		0,696
20	1,246	-0,03	-0,03		0,696
