0	-0.325141	0.181467	0.155374	-0.03	0.696
0.01	-0.325375	0.174349	0.14991	-0.0338	0.682383
0.02	-0.325622	0.167291	0.144442	-0.0376	0.668852
0.03	-0.325884	0.160292	0.138969	-0.0414	0.655407
0.04	-0.32616	0.153351	0.133492	-0.0452	0.642048
0.05	-0.326449	0.146469	0.128012	-0.049	0.628775
0.06	-0.326752	0.139647	0.122527	-0.0528	0.615588
0.07	-0.32707	0.132883	0.117038	-0.0566	0.602487
0.08	-0.327401	0.126178	0.111546	-0.0604	0.589472
0.09	-0.327745	0.119532	0.106049	-0.0642	0.576543
0.1	-0.328104	0.112945	0.100548	-0.068	0.5637
0.11	-0.328476	0.106417	0.0950433	-0.0718	0.550943
0.12	-0.328862	0.0999484	0.0895345	-0.0756	0.538272
0.13	-0.329261	0.0935383	0.0840217	-0.0794	0.525687
0.14	-0.329673	0.0871872	0.078505	-0.0832	0.513188
0.15	-0.3301	0.0808949	0.0729842	-0.087	0.500775
0.16	-0.330539	0.0746616	0.0674595	-0.0908	0.488448
0.17	-0.330992	0.0684873	0.0619309	-0.0946	0.476207
0.18	-0.331458	0.0623718	0.0563983	-0.0984	0.464052
0.19	-0.331938	0.0563153	0.0508618	-0.1022	0.451983
0.2	-0.332431	0.0503177	0.0453213	-0.106	0.44
0.21	-0.332936	0.044379	0.0397769	-0.1098	0.428103
0.22	-0.333455	0.0384992	0.0342286	-0.1136	0.416292
0.23	-0.333987	0.0326784	0.0286764	-0.1174	0.404567
0.24	-0.334533	0.0269164	0.0231202	-0.1212	0.392928
0.25	-0.335091	0.0212134	0.0175602	-0.125	0.381375
0.26	-0.335661	0.0155692	0.0119963	-0.1288	0.369908
0.27	-0.336245	0.0099839	0.00642849	-0.1326	0.358527
0.28	-0.336842	0.00445748	0.000856826	-0.1364	0.347232
0.29	-0.337451	-0.00101008	-0.0047187	-0.1402	0.336023
0.3	-0.338073	-0.00641877	-0.0102981	-0.144	0.3249
0.31	-0.338708	-0.0117686	-0.0158813	-0.1478	0.313863
0.32	-0.339355	-0.0170596	-0.0214684	-0.1516	0.302912
0.33	-0.340015	-0.0222918	-0.0270593	-0.1554	0.292047
0.34	-0.340687	-0.0274652	-0.0326541	-0.1592	0.281268
0.35	-0.341372	-0.0325798	-0.0382526	-0.163	0.270575
0.36	-0.342069	-0.0376356	-0.043855	-0.1668	0.259968
